Quarter,Stock,Date,Open,High,Low,Close,Volume,PercentChangePrice,PercentChangeVolumeOverLastWk,PreviousWeeksVolume,NextWeeksOpen,NextWeeksClose,PercentChangeNextWeeksPrice,DaysToNextDividend,PercentReturnNextDividend,,,,
1,IBM,1/21/2011,$149.82 ,$156.78 ,$149.38 ,$155.50 ,35770931,0.0379122,1.33258032,15335348,$155.42 ,$159.21 ,0.02438550,18,0.00418006,,,,
1,IBM,1/28/2011,$155.42 ,$164.35 ,$155.33 ,$159.21 ,32510483,0.0243855,-0.09114798,35770931,$159.18 ,$164.00 ,0.03028020,11,0.00408266,,,,
1,IBM,2/4/2011,$159.18 ,$164.20 ,$158.68 ,$164.00 ,25377163,0.0302802,-0.21941600,32510483,$164.08 ,$163.85 ,-0.00140176,4,0.00396341,,,,
1,IBM,2/11/2011,$164.08 ,$166.25 ,$163.18 ,$163.85 ,26106753,-0.0014018,0.02874986,25377163,$164.18 ,$164.84 ,0.00401998,84,0.00457736,,,,
1,IBM,2/18/2011,$164.18 ,$164.84 ,$162.52 ,$164.84 ,14352613,0.0040200,-0.45023370,26106753,$163.57 ,$162.28 ,-0.00788653,77,0.00454987,,,,
1,IBM,2/25/2011,$163.57 ,$164.26 ,$159.03 ,$162.28 ,21443811,-0.0078865,0.49407017,14352613,$162.36 ,$161.83 ,-0.00326435,70,0.00462164,,,,
1,IBM,3/4/2011,$162.36 ,$164.31 ,$159.41 ,$161.83 ,21549118,-0.0032644,0.00491083,21443811,$161.60 ,$162.43 ,0.00513614,63,0.00463449,,,,
1,IBM,3/11/2011,$161.60 ,$167.72 ,$158.85 ,$162.43 ,31119857,0.0051361,0.44413600,21549118,$161.16 ,$155.89 ,-0.03270040,56,0.00461737,,,,
1,IBM,3/18/2011,$161.16 ,$161.98 ,$151.71 ,$155.89 ,41827781,-0.0327004,0.34408654,31119857,$157.64 ,$162.18 ,0.02879980,49,0.00481108,,,,
1,IBM,3/25/2011,$157.64 ,$162.74 ,$157.07 ,$162.18 ,25381792,0.0287998,-0.39318340,41827781,$161.54 ,$164.27 ,0.01689980,42,0.00462449,,,,
1,INTC,1/7/2011,$21.01 ,$21.21 ,$20.27 ,$20.66 ,386719626,-0.0166587,0.00000000,,$20.71 ,$21.08 ,0.01786580,27,0.00871249,,,,
1,INTC,1/14/2011,$20.71 ,$21.33 ,$20.57 ,$21.08 ,274111012,0.0178658,-0.29118929,386719626,$21.03 ,$20.82 ,-0.00998573,20,0.00853890,,,,
1,INTC,1/21/2011,$21.03 ,$21.20 ,$20.62 ,$20.82 ,218479469,-0.0099857,-0.20295260,274111012,$21.03 ,$21.46 ,0.02044700,13,0.00864553,,,,
1,INTC,1/28/2011,$21.03 ,$21.94 ,$20.93 ,$21.46 ,325168191,0.0204470,0.48832379,218479469,$21.55 ,$21.68 ,0.00603248,6,0.00838770,,,,
1,INTC,2/4/2011,$21.55 ,$21.71 ,$21.03 ,$21.68 ,277969054,0.0060325,-0.14515300,325168191,$21.74 ,$21.76 ,0.00091996,89,0.00830258,,,,
1,INTC,2/11/2011,$21.74 ,$21.86 ,$21.35 ,$21.76 ,236842359,0.0009200,-0.14795422,277969054,$21.63 ,$22.14 ,0.02357840,82,0.00827206,,,,
1,INTC,2/18/2011,$21.63 ,$22.14 ,$21.28 ,$22.14 ,201181541,0.0235784,-0.15056774,236842359,$21.95 ,$21.86 ,-0.00410023,75,0.00813008,,,,
1,INTC,2/25/2011,$21.95 ,$22.19 ,$21.01 ,$21.86 ,256135777,-0.0041002,0.27315745,201181541,$21.75 ,$21.56 ,-0.00873563,68,0.00823422,,,,
1,INTC,3/4/2011,$21.75 ,$22.08 ,$21.35 ,$21.56 ,291751623,-0.0087356,0.13905065,256135777,$21.69 ,$20.87 ,-0.03780540,61,0.00834879,,,,
1,INTC,3/11/2011,$21.69 ,$21.74 ,$20.61 ,$20.87 ,289874871,-0.0378054,-0.00643270,291751623,$20.66 ,$19.93 ,-0.03533400,54,0.00862482,,,,
1,INTC,3/18/2011,$20.66 ,$20.88 ,$19.71 ,$19.93 ,347426088,-0.0353340,0.19853814,289874871,$19.90 ,$20.37 ,0.02361810,47,0.00903161,,,,
1,INTC,3/25/2011,$19.90 ,$20.60 ,$19.88 ,$20.37 ,229150771,0.0236181,-0.34043303,347426088,$20.44 ,$19.72 ,-0.03522500,40,0.00883652,,,,
1,JNJ,1/7/2011,$62.63 ,$63.54 ,$62.53 ,$62.60 ,57774737,-0.0004790,0.00000000,,$62.29 ,$62.55 ,0.00417402,49,0.00862620,,,,
1,JNJ,1/14/2011,$62.29 ,$62.98 ,$62.00 ,$62.55 ,34950419,0.0041740,-0.39505706,57774737,$62.21 ,$62.66 ,0.00723356,42,0.00863309,,,,
1,JNJ,1/21/2011,$62.21 ,$63.25 ,$62.01 ,$62.66 ,47999880,0.0072336,0.37337066,34950419,$62.56 ,$60.01 ,-0.04076090,35,0.00861794,,,,
1,JNJ,1/28/2011,$62.56 ,$62.72 ,$60.00 ,$60.01 ,86229071,-0.0407609,0.79644347,47999880,$60.16 ,$60.84 ,0.01130320,28,0.00899850,,,,
1,JNJ,2/4/2011,$60.16 ,$60.99 ,$59.69 ,$60.84 ,63641929,0.0113032,-0.26194347,86229071,$60.88 ,$60.70 ,-0.00295664,21,0.00887574,,,,
1,JNJ,2/11/2011,$60.88 ,$61.17 ,$60.42 ,$60.70 ,42897125,-0.0029566,-0.32596127,63641929,$60.69 ,$61.11 ,0.00692042,14,0.00889621,,,,
1,JNJ,2/18/2011,$60.69 ,$61.11 ,$60.33 ,$61.11 ,33273371,0.0069204,-0.22434496,42897125,$60.68 ,$59.64 ,-0.01713910,7,0.00883652,,,,
1,JNJ,2/25/2011,$60.68 ,$61.08 ,$59.36 ,$59.64 ,46786798,-0.0171391,0.40613339,33273371,$59.93 ,$61.06 ,0.01885530,0,0.00905433,,,,
1,JNJ,3/4/2011,$59.93 ,$61.50 ,$59.77 ,$61.06 ,63576642,0.0188553,0.35885858,46786798,$61.09 ,$59.69 ,-0.02291700,83,0.00933508,,,,
1,JNJ,3/11/2011,$61.09 ,$61.10 ,$59.11 ,$59.69 ,53844149,-0.0229170,-0.15308284,63576642,$59.49 ,$58.57 ,-0.01546480,76,0.00954934,,,,
1,JNJ,3/18/2011,$59.49 ,$59.49 ,$57.50 ,$58.57 ,71716802,-0.0154648,0.33193306,53844149,$58.67 ,$58.98 ,0.00528379,69,0.00973194,,,,
1,JNJ,3/25/2011,$58.67 ,$59.16 ,$58.50 ,$58.98 ,47498000,0.0052838,-0.33770053,71716802,$58.98 ,$59.49 ,0.00864700,62,0.00966429,,,,
1,JPM,1/7/2011,$43.00 ,$44.95 ,$42.64 ,$43.64 ,234547885,0.0148837,0.00000000,,$43.27 ,$44.91 ,0.03790150,87,0.00572869,,,,
1,JPM,1/14/2011,$43.27 ,$44.97 ,$43.00 ,$44.91 ,144662779,0.0379015,-0.38322710,234547885,$45.02 ,$45.29 ,0.00599733,80,0.00556669,,,,
1,JPM,1/21/2011,$45.02 ,$45.54 ,$43.60 ,$45.29 ,182971761,0.0059973,0.26481575,144662779,$45.21 ,$44.54 ,-0.01481970,73,0.00551998,,,,
1,JPM,1/28/2011,$45.21 ,$45.88 ,$44.26 ,$44.54 ,154832501,-0.0148197,-0.15379018,182971761,$44.41 ,$44.59 ,0.00405314,66,0.00561293,,,,
1,JPM,2/4/2011,$44.41 ,$46.00 ,$44.30 ,$44.59 ,137430065,0.0040531,-0.11239524,154832501,$44.75 ,$46.57 ,0.04067040,59,0.00560664,,,,
1,JPM,2/11/2011,$44.75 ,$46.89 ,$44.65 ,$46.57 ,162434145,0.0406704,0.18194039,137430065,$46.00 ,$48.00 ,0.04347830,52,0.00536826,,,,
1,JPM,2/18/2011,$46.00 ,$48.00 ,$46.00 ,$48.00 ,131941706,0.0434783,-0.18772185,162434145,$47.20 ,$46.68 ,-0.01101690,45,0.00520833,,,,
1,JPM,2/25/2011,$47.20 ,$47.27 ,$45.21 ,$46.68 ,139540125,-0.0110169,0.05758921,131941706,$46.81 ,$45.52 ,-0.02755820,38,0.00535561,,,,
1,JPM,3/4/2011,$46.81 ,$47.18 ,$45.07 ,$45.52 ,139051830,-0.0275582,-0.00349932,139540125,$45.62 ,$45.74 ,0.00263043,31,0.00549209,,,,
1,JPM,3/11/2011,$45.62 ,$47.10 ,$44.76 ,$45.74 ,140414285,0.0026304,0.00979818,139051830,$45.42 ,$45.74 ,0.00704535,24,0.00546568,,,,
1,JPM,3/18/2011,$45.42 ,$46.18 ,$43.40 ,$45.74 ,226413618,0.0070454,0.61246855,140414285,$46.28 ,$45.86 ,-0.00907519,17,0.00546568,,,,
1,JPM,3/25/2011,$46.28 ,$46.38 ,$44.77 ,$45.86 ,117959443,-0.0090752,-0.47900906,226413618,$46.10 ,$46.35 ,0.00542299,10,0.00545137,,,,
1,KRFT,1/7/2011,$31.76 ,$31.76 ,$31.14 ,$31.19 ,44971770,-0.0179471,0.00000000,,$30.91 ,$31.34 ,0.01391140,81,0.00929785,,,,
1,KRFT,1/14/2011,$30.91 ,$31.72 ,$30.89 ,$31.34 ,24955086,0.0139114,-0.44509442,44971770,$31.41 ,$31.35 ,-0.00191022,74,0.00925335,,,,
1,KRFT,1/21/2011,$31.41 ,$31.52 ,$30.89 ,$31.35 ,41200255,-0.0019102,0.65097628,24955086,$31.39 ,$30.53 ,-0.02739730,67,0.00925040,,,,
1,KRFT,1/28/2011,$31.39 ,$31.77 ,$30.50 ,$30.53 ,55657855,-0.0273973,0.35091045,41200255,$30.53 ,$31.19 ,0.02161810,60,0.00949885,,,,
1,KRFT,2/4/2011,$30.53 ,$31.22 ,$30.21 ,$31.19 ,34764359,0.0216181,-0.37539169,55657855,$31.18 ,$30.66 ,-0.01667740,53,0.00929785,,,,
1,KRFT,2/11/2011,$31.18 ,$31.25 ,$30.24 ,$30.66 ,65912258,-0.0166774,0.89597219,34764359,$30.67 ,$30.91 ,0.00782524,46,0.00945858,,,,
1,KRFT,2/18/2011,$30.67 ,$30.93 ,$30.26 ,$30.91 ,38172345,0.0078252,-0.42086122,65912258,$30.72 ,$31.71 ,0.03222660,39,0.00938208,,,,
1,KRFT,2/25/2011,$30.72 ,$32.20 ,$30.66 ,$31.71 ,50462721,0.0322266,0.32197068,38172345,$31.82 ,$31.58 ,-0.00754243,32,0.00914538,,,,
1,KRFT,3/4/2011,$31.82 ,$31.88 ,$31.28 ,$31.58 ,55211152,-0.0075424,0.09409780,50462721,$31.56 ,$31.70 ,0.00443599,25,0.00918303,,,,
1,KRFT,3/11/2011,$31.56 ,$31.79 ,$31.18 ,$31.70 ,41766976,0.0044360,-0.24350472,55211152,$31.51 ,$30.99 ,-0.01650270,18,0.00914827,,,,
1,KRFT,3/18/2011,$31.51 ,$31.60 ,$30.45 ,$30.99 ,51736270,-0.0165027,0.23868843,41766976,$30.78 ,$31.26 ,0.01559450,11,0.00935786,,,,
1,KRFT,3/25/2011,$30.78 ,$31.49 ,$30.43 ,$31.26 ,41958399,0.0155945,-0.18899451,51736270,$31.35 ,$31.61 ,0.00829346,4,0.00927703,,,,
1,KO,1/7/2011,$65.88 ,$65.88 ,$62.56 ,$62.92 ,59802189,-0.0449302,0.00000000,,$62.70 ,$63.13 ,0.00685805,63,0.00746980,,,,
1,KO,1/14/2011,$62.70 ,$63.86 ,$62.56 ,$63.13 ,31297830,0.0068581,-0.47664407,59802189,$63.21 ,$62.77 ,-0.00696092,56,0.00744496,,,,
1,KO,1/21/2011,$63.21 ,$63.92 ,$62.72 ,$62.77 ,36000586,-0.0069609,0.15025821,31297830,$62.87 ,$62.21 ,-0.01049790,49,0.00748765,,,,
1,KO,1/28/2011,$62.87 ,$63.31 ,$62.14 ,$62.21 ,42141599,-0.0104979,0.17058092,36000586,$62.32 ,$62.56 ,0.00385109,42,0.00755506,,,,
1,KO,2/4/2011,$62.32 ,$63.48 ,$61.89 ,$62.56 ,34863226,0.0038511,-0.17271231,42141599,$62.67 ,$63.57 ,0.01436090,35,0.00751279,,,,
1,KO,2/11/2011,$62.67 ,$64.75 ,$62.32 ,$63.57 ,46269528,0.0143609,0.32717288,34863226,$63.67 ,$64.55 ,0.01382130,28,0.00739342,,,,
1,KO,2/18/2011,$63.67 ,$64.72 ,$62.55 ,$64.55 ,29937386,0.0138213,-0.35297836,46269528,$63.36 ,$64.31 ,0.01499370,21,0.00728118,,,,
1,KO,2/25/2011,$63.36 ,$64.40 ,$63.33 ,$64.31 ,32331825,0.0149937,0.07998157,29937386,$64.17 ,$65.21 ,0.01620690,14,0.00730835,,,,
1,KO,3/4/2011,$64.17 ,$65.87 ,$63.86 ,$65.21 ,61665987,0.0162069,0.90728445,32331825,$65.32 ,$64.81 ,-0.00780772,7,0.00720748,,,,
1,KO,3/11/2011,$65.32 ,$65.84 ,$64.47 ,$64.81 ,44560041,-0.0078077,-0.27739678,61665987,$64.34 ,$62.70 ,-0.02548960,0,0.00725197,,,,
1,KO,3/18/2011,$64.34 ,$64.61 ,$61.29 ,$62.70 ,59542953,-0.0254896,0.33624098,44560041,$63.13 ,$65.22 ,0.03310630,87,0.00749601,,,,
1,KO,3/25/2011,$63.13 ,$65.39 ,$63.05 ,$65.22 ,29853434,0.0331063,-0.49862356,59542953,$65.20 ,$67.22 ,0.03098160,80,0.00720638,,,,
1,MCD,1/7/2011,$77.10 ,$77.59 ,$73.59 ,$74.37 ,85400677,-0.0354086,0.00000000,,$74.25 ,$74.06 ,-0.00255892,49,0.00820223,,,,
1,MCD,1/14/2011,$74.25 ,$74.49 ,$72.46 ,$74.06 ,44895850,-0.0025589,-0.47429164,85400677,$74.65 ,$75.01 ,0.00482251,42,0.00823656,,,,
1,MCD,1/21/2011,$74.65 ,$75.75 ,$74.31 ,$75.01 ,40056497,0.0048225,-0.10779065,44895850,$74.25 ,$73.28 ,-0.01306400,35,0.00813225,,,,
1,MCD,1/28/2011,$74.25 ,$75.85 ,$73.05 ,$73.28 ,46734907,-0.0130640,0.16672476,40056497,$73.80 ,$74.05 ,0.00338753,28,0.00832424,,,,
1,MCD,2/4/2011,$73.80 ,$74.50 ,$73.08 ,$74.05 ,41519549,0.0033875,-0.11159449,46734907,$74.13 ,$76.14 ,0.02711450,21,0.00823768,,,,
1,MCD,2/11/2011,$74.13 ,$76.32 ,$73.30 ,$76.14 ,39363816,0.0271145,-0.05192092,41519549,$76.07 ,$76.13 ,0.00078875,14,0.00801156,,,,
1,MCD,2/18/2011,$76.07 ,$76.45 ,$75.70 ,$76.13 ,16734140,0.0007887,-0.57488522,39363816,$75.95 ,$74.44 ,-0.01988150,7,0.00801261,,,,
1,MCD,2/25/2011,$75.95 ,$76.45 ,$74.42 ,$74.44 ,27881213,-0.0198815,0.66612763,16734140,$74.51 ,$76.03 ,0.02039990,0,0.00819452,,,,
1,MCD,3/4/2011,$74.51 ,$76.63 ,$73.64 ,$76.03 ,41047787,0.0203999,0.47223821,27881213,$76.38 ,$76.73 ,0.00458235,84,0.00802315,,,,
1,MCD,3/11/2011,$76.38 ,$77.25 ,$74.97 ,$76.73 ,34855064,0.0045824,-0.15086618,41047787,$76.10 ,$72.99 ,-0.04086730,77,0.00794995,,,,
1,MCD,3/18/2011,$76.10 ,$76.41 ,$72.89 ,$72.99 ,40853280,-0.0408673,0.17209023,34855064,$73.50 ,$75.25 ,0.02380950,70,0.00835731,,,,
1,MCD,3/25/2011,$73.50 ,$75.75 ,$73.38 ,$75.25 ,23877441,0.0238095,-0.41553185,40853280,$75.55 ,$75.99 ,0.00582396,63,0.00810631,,,,
1,MMM,1/7/2011,$86.75 ,$87.90 ,$85.63 ,$86.23 ,16166921,-0.0059942,0.00000000,,$85.70 ,$88.10 ,0.02800470,40,0.00637829,,,,
1,MMM,1/14/2011,$85.70 ,$88.80 ,$85.70 ,$88.10 ,11585909,0.0280047,-0.28335711,16166921,$87.84 ,$89.29 ,0.01650730,33,0.00624291,,,,
1,MMM,1/21/2011,$87.84 ,$89.39 ,$87.25 ,$89.29 ,10705548,0.0165073,-0.07598549,11585909,$89.21 ,$87.44 ,-0.01984080,26,0.00615970,,,,
1,MMM,1/28/2011,$89.21 ,$90.50 ,$87.20 ,$87.44 ,26110543,-0.0198408,1.43897305,10705548,$87.93 ,$88.29 ,0.00409417,19,0.00629003,,,,
1,MMM,2/4/2011,$87.93 ,$88.45 ,$87.31 ,$88.29 ,14960948,0.0040942,-0.42701506,26110543,$88.17 ,$91.80 ,0.04117050,12,0.00622947,,,,
1,MMM,2/11/2011,$88.17 ,$91.95 ,$87.81 ,$91.80 ,16315175,0.0411705,0.09051746,14960948,$91.72 ,$92.96 ,0.01351940,5,0.00599129,,,,
1,MMM,2/18/2011,$91.72 ,$92.96 ,$91.00 ,$92.96 ,13431331,0.0135194,-0.17675839,16315175,$92.73 ,$90.25 ,-0.02674430,89,0.00591652,,,,
1,MMM,2/25/2011,$92.73 ,$93.65 ,$89.27 ,$90.25 ,17249356,-0.0267443,0.28426259,13431331,$91.90 ,$92.19 ,0.00315560,82,0.00609418,,,,
1,MMM,3/4/2011,$91.90 ,$93.40 ,$90.24 ,$92.19 ,17453306,0.0031556,0.01182363,17249356,$92.58 ,$91.61 ,-0.01047740,75,0.00596594,,,,
1,MMM,3/11/2011,$92.58 ,$94.16 ,$89.71 ,$91.61 ,18144593,-0.0104774,0.03960780,17453306,$91.21 ,$88.98 ,-0.02444910,68,0.00600371,,,,
1,MMM,3/18/2011,$91.21 ,$91.21 ,$86.91 ,$88.98 ,23633329,-0.0244491,0.30249981,18144593,$90.27 ,$92.27 ,0.02215580,61,0.00618116,,,,
1,MMM,3/25/2011,$90.27 ,$92.98 ,$90.17 ,$92.27 ,14970403,0.0221558,-0.36655547,23633329,$92.42 ,$93.13 ,0.00768232,54,0.00596077,,,,
1,MRK,1/7/2011,$36.29 ,$37.35 ,$35.85 ,$37.35 ,72760487,0.0292091,0.00000000,,$37.26 ,$34.23 ,-0.08132040,63,0.01017400,,,,
1,MRK,1/14/2011,$37.26 ,$37.61 ,$34.23 ,$34.23 ,108158891,-0.0813204,0.48650587,72760487,$34.07 ,$33.90 ,-0.00498973,56,0.01110140,,,,
1,MRK,1/21/2011,$34.07 ,$34.30 ,$33.48 ,$33.90 ,131132702,-0.0049897,0.21240797,108158891,$33.99 ,$33.07 ,-0.02706680,49,0.01120940,,,,
1,MRK,1/28/2011,$33.99 ,$33.99 ,$33.00 ,$33.07 ,110066602,-0.0270668,-0.16064719,131132702,$33.29 ,$32.89 ,-0.01201560,42,0.01149080,,,,
1,MRK,2/4/2011,$33.29 ,$34.04 ,$32.51 ,$32.89 ,114880019,-0.0120156,0.04373186,110066602,$32.94 ,$33.07 ,0.00394657,35,0.01155370,,,,
1,MRK,2/11/2011,$32.94 ,$33.30 ,$32.74 ,$33.07 ,62039482,0.0039466,-0.45996282,114880019,$32.97 ,$32.85 ,-0.00363967,28,0.01149080,,,,
1,MRK,2/18/2011,$32.97 ,$33.19 ,$32.65 ,$32.85 ,54419625,-0.0036397,-0.12282271,62039482,$32.75 ,$32.19 ,-0.01709920,21,0.01156770,,,,
1,MRK,2/25/2011,$32.75 ,$32.80 ,$31.85 ,$32.19 ,57467917,-0.0170992,0.05601457,54419625,$32.20 ,$33.06 ,0.02670810,14,0.01180490,,,,
1,MRK,3/4/2011,$32.20 ,$33.36 ,$32.19 ,$33.06 ,128028062,0.0267081,1.22781804,57467917,$33.00 ,$32.73 ,-0.00818182,7,0.01149430,,,,
1,MRK,3/11/2011,$33.00 ,$33.48 ,$32.45 ,$32.73 ,91319466,-0.0081818,-0.28672305,128028062,$32.50 ,$31.91 ,-0.01815380,0,0.01161010,,,,
1,MRK,3/18/2011,$32.50 ,$32.60 ,$31.06 ,$31.91 ,86394177,-0.0181538,-0.05393471,91319466,$32.09 ,$32.57 ,0.01495790,87,0.01190850,,,,
1,MRK,3/25/2011,$32.09 ,$32.90 ,$32.04 ,$32.57 ,66135182,0.0149579,-0.23449491,86394177,$32.54 ,$33.07 ,0.01628760,80,0.01166720,,,,
1,MSFT,1/7/2011,$28.05 ,$28.85 ,$27.77 ,$28.60 ,328646154,0.0196078,0.00000000,,$28.20 ,$28.30 ,0.00354610,39,0.00559441,,,,
1,MSFT,1/14/2011,$28.20 ,$28.50 ,$28.00 ,$28.30 ,227601331,0.0035461,-0.30745780,328646154,$28.16 ,$28.02 ,-0.00497159,32,0.00565371,,,,
1,MSFT,1/21/2011,$28.16 ,$28.74 ,$28.02 ,$28.02 ,220040646,-0.0049716,-0.03321898,227601331,$28.02 ,$27.75 ,-0.00963597,25,0.00571021,,,,
1,MSFT,1/28/2011,$28.02 ,$29.46 ,$27.45 ,$27.75 ,457318851,-0.0096360,1.07833807,220040646,$27.77 ,$27.77 ,0.00000000,18,0.00576577,,,,
1,MSFT,2/4/2011,$27.77 ,$28.11 ,$27.42 ,$27.77 ,274432773,0.0000000,-0.39990934,457318851,$27.80 ,$27.25 ,-0.01978420,11,0.00576161,,,,
1,MSFT,2/11/2011,$27.80 ,$28.34 ,$27.07 ,$27.25 ,317408348,-0.0197842,0.15659782,274432773,$27.20 ,$27.06 ,-0.00514706,4,0.00587156,,,,
1,MSFT,2/18/2011,$27.20 ,$27.37 ,$26.60 ,$27.06 ,228916129,-0.0051471,-0.27879613,317408348,$26.78 ,$26.55 ,-0.00858850,88,0.00591279,,,,
1,MSFT,2/25/2011,$26.78 ,$27.10 ,$26.43 ,$26.55 ,238628349,-0.0085885,0.04242698,228916129,$26.69 ,$25.95 ,-0.02772570,81,0.00602637,,,,
1,MSFT,3/4/2011,$26.69 ,$26.86 ,$25.80 ,$25.95 ,298801508,-0.0277257,0.25216266,238628349,$26.13 ,$25.68 ,-0.01722160,74,0.00616570,,,,
1,MSFT,3/11/2011,$26.13 ,$26.27 ,$25.35 ,$25.68 ,271799244,-0.0172216,-0.09036857,298801508,$25.49 ,$24.80 ,-0.02706940,67,0.00623053,,,,
1,MSFT,3/18/2011,$25.49 ,$25.76 ,$24.68 ,$24.80 ,379216242,-0.0270694,0.39520713,271799244,$25.18 ,$25.62 ,0.01747420,60,0.00645161,,,,
1,MSFT,3/25/2011,$25.18 ,$25.95 ,$25.15 ,$25.62 ,217545216,0.0174742,-0.42632938,379216242,$25.66 ,$25.48 ,-0.00701481,53,0.00624512,,,,
1,PFE,1/7/2011,$17.70 ,$18.38 ,$17.62 ,$18.34 ,386804789,0.0361582,0.00000000,,$18.22 ,$18.34 ,0.00658617,26,0.01090510,,,,
1,PFE,1/14/2011,$18.22 ,$18.48 ,$18.13 ,$18.34 ,218359623,0.0065862,-0.43547849,386804789,$18.35 ,$18.36 ,0.00054496,19,0.01090510,,,,
1,PFE,1/21/2011,$18.35 ,$18.49 ,$18.02 ,$18.36 ,159663706,0.0005450,-0.26880389,218359623,$18.33 ,$18.15 ,-0.00981997,12,0.01089320,,,,
1,PFE,1/28/2011,$18.33 ,$18.76 ,$18.14 ,$18.15 ,277157388,-0.0098200,0.73588222,159663706,$18.19 ,$19.30 ,0.06102250,5,0.01101930,,,,
1,PFE,2/4/2011,$18.19 ,$19.39 ,$18.16 ,$19.30 ,358819619,0.0610225,0.29464209,277157388,$19.27 ,$18.83 ,-0.02283340,96,0.01036270,,,,
1,PFE,2/11/2011,$19.27 ,$19.30 ,$18.62 ,$18.83 ,180912039,-0.0228334,-0.49581341,358819619,$18.82 ,$19.19 ,0.01965990,89,0.01062130,,,,
1,PFE,2/18/2011,$18.82 ,$19.39 ,$18.72 ,$19.19 ,153153528,0.0196599,-0.15343651,180912039,$18.88 ,$18.86 ,-0.00105932,82,0.01042210,,,,
1,PFE,2/25/2011,$18.88 ,$19.13 ,$18.67 ,$18.86 ,177077740,-0.0010593,0.15621065,153153528,$18.95 ,$19.66 ,0.03746700,75,0.01060450,,,,
1,PFE,3/4/2011,$18.95 ,$19.90 ,$18.90 ,$19.66 ,257979737,0.0374670,0.45687277,177077740,$19.64 ,$19.47 ,-0.00865580,68,0.01017290,,,,
1,PFE,3/11/2011,$19.64 ,$19.75 ,$19.30 ,$19.47 ,195391037,-0.0086558,-0.24261091,257979737,$19.45 ,$20.18 ,0.03753210,61,0.01027220,,,,
1,PFE,3/18/2011,$19.45 ,$20.29 ,$19.15 ,$20.18 ,457640533,0.0375321,1.34217772,195391037,$20.32 ,$20.35 ,0.00147638,54,0.00991080,,,,
1,PFE,3/25/2011,$20.32 ,$20.50 ,$19.74 ,$20.35 ,215914627,0.0014764,-0.52820039,457640533,$20.42 ,$20.38 ,-0.00195886,47,0.00982801,,,,
1,PG,1/7/2011,$64.39 ,$65.08 ,$64.00 ,$64.50 ,52323352,0.0017083,0.00000000,,$64.40 ,$65.53 ,0.01754660,12,0.00744186,,,,
1,PG,1/14/2011,$64.40 ,$65.53 ,$63.40 ,$65.53 ,41932473,0.0175466,-0.19858970,52323352,$65.65 ,$65.91 ,0.00396040,5,0.00732489,,,,
1,PG,1/21/2011,$65.65 ,$65.95 ,$65.05 ,$65.91 ,46213962,0.0039604,0.10210438,41932473,$65.90 ,$64.20 ,-0.02579670,96,0.00804127,,,,
1,PG,1/28/2011,$65.90 ,$66.95 ,$63.14 ,$64.20 ,70042160,-0.0257967,0.51560604,46213962,$64.35 ,$63.61 ,-0.01149960,89,0.00825545,,,,
1,PG,2/4/2011,$64.35 ,$64.36 ,$62.30 ,$63.61 ,57201539,-0.0114996,-0.18332703,70042160,$63.95 ,$64.73 ,0.01219700,82,0.00833202,,,,
1,PG,2/11/2011,$63.95 ,$64.97 ,$63.80 ,$64.73 ,51999812,0.0121970,-0.09093684,57201539,$64.80 ,$64.30 ,-0.00771605,75,0.00818786,,,,
1,PG,2/18/2011,$64.80 ,$64.80 ,$63.40 ,$64.30 ,36098973,-0.0077161,-0.30578647,51999812,$63.73 ,$62.84 ,-0.01396520,68,0.00824261,,,,
1,PG,2/25/2011,$63.73 ,$64.40 ,$62.53 ,$62.84 ,47748854,-0.0139652,0.32272057,36098973,$62.80 ,$62.03 ,-0.01226110,61,0.00843412,,,,
1,PG,3/4/2011,$62.80 ,$63.65 ,$61.56 ,$62.03 ,59801160,-0.0122611,0.25241037,47748854,$62.00 ,$61.49 ,-0.00822581,54,0.00854425,,,,
1,PG,3/11/2011,$62.00 ,$62.30 ,$61.12 ,$61.49 ,52731797,-0.0082258,-0.11821448,59801160,$61.04 ,$60.60 ,-0.00720839,47,0.00861929,,,,
1,PG,3/18/2011,$61.04 ,$61.39 ,$59.70 ,$60.60 ,66311521,-0.0072084,0.25752439,52731797,$60.96 ,$60.88 ,-0.00131234,40,0.00874587,,,,
1,PG,3/25/2011,$60.96 ,$61.52 ,$60.54 ,$60.88 ,41351155,-0.0013123,-0.37641070,66311521,$61.08 ,$62.08 ,0.01637200,33,0.00870565,,,,
1,T,1/7/2011,$29.68 ,$30.10 ,$28.66 ,$28.85 ,157834347,-0.0279650,0.00000000,,$28.54 ,$28.43 ,-0.00385424,30,0.01490470,,,,
1,T,1/14/2011,$28.54 ,$28.61 ,$27.71 ,$28.43 ,170616350,-0.0038542,0.08098366,157834347,$28.55 ,$28.33 ,-0.00770578,23,0.01512490,,,,
1,T,1/21/2011,$28.55 ,$28.59 ,$28.15 ,$28.33 ,130584257,-0.0077058,-0.23463222,170616350,$28.46 ,$27.49 ,-0.03408290,16,0.01517830,,,,
1,T,1/28/2011,$28.46 ,$28.95 ,$27.41 ,$27.49 ,171464186,-0.0340829,0.31305404,130584257,$27.42 ,$27.97 ,0.02005840,9,0.01564210,,,,
1,T,2/4/2011,$27.42 ,$28.06 ,$27.20 ,$27.97 ,118469916,0.0200584,-0.30906903,171464186,$27.97 ,$28.47 ,0.01787630,2,0.01537360,,,,
